fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,stars,price,kcal,age,production volume,sediment volume,opacity,magnesium oxide,total potassium
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,3.0,14.101314284312375,229.80240168077444,1.8752378727342185,49738.387086157185,9.615246196448618,0.10061199129488352,48.62770113082229,98.74058008680976
6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,1.0,16.668940462811314,186.90468198079068,1.915722599712641,50648.01226699022,8.58257798918793,0.10014578421638345,50.21999646823056,104.44030492073186
7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,4.0,14.789479989378584,219.97836998394143,2.0816460513566604,49876.46992092917,9.32568245669152,0.10071884772197447,48.823177891435236,102.5059889779624
5.6,0.915,0.0,2.1,0.041,17.0,78.0,0.99346,3.68,0.73,11.4,2.0,18.70524441645747,193.3155040107269,1.994613382682221,51319.494062665595,10.201906954060956,0.09880124396266572,48.36223921512611,100.44448470768131
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,3.0,19.211657133638223,200.65848010067802,2.002634105922038,48873.789305210965,9.383358722400216,0.10086865762305633,50.04233872448868,100.84466554589771
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,3.0,10.92253201011275,233.31544446655587,2.0398588739793477,52233.44596898406,9.801344816041757,0.10104491334367902,53.00450080890728,102.60509566830979
9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,2.0,14.529421567218595,213.67729644372193,1.9113562966237068,48668.092438855274,10.002086680405997,0.09895793940762602,48.286682009703796,100.37123793097454
10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,3.0,16.8131570989804,214.4004462765512,1.9798502277738372,50528.46400958272,11.005968878778477,0.09962305952297092,52.32874649020642,100.82427587138991
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,2.0,13.816195659712339,213.22291370775167,1.9689092164155781,50852.22333498074,9.610121732867887,0.09989244448673157,52.06068679541523,99.90499553500611
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,2.0,12.111252039957499,150.85022247398382,1.9584397586652573,49981.23387420891,9.147355404974125,0.10090160379381673,48.256495916211634,100.36011385761105
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,3.0,13.829576975192289,202.6059647210829,1.9715427077853658,47600.60307337641,9.80319276238858,0.10044228597170039,50.7228464910773,101.21659953350381
6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,2.0,17.947630466772274,205.07962513120492,2.181576415057211,49294.74833870591,9.988401289572039,0.10076254099843096,50.77604402982247,96.35840709040318
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,3.0,14.253167581286036,210.88908739169122,1.8796461832937323,48908.14927565495,9.893956393907168,0.10025834767074661,49.60288012903755,96.52039091588301
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,2.0,15.29549937222674,191.70788988228918,1.986586841882673,50213.022285494,10.274189492232495,0.09969420764357476,54.612472006889234,98.81624338557747
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,1.0,12.678497204885286,207.3092707022542,2.0018932466778123,51248.30593581701,9.950297771620443,0.0985447633168988,48.042219320023655,102.73143583665947
9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,3.0,20.174363457541748,230.43594985693827,2.052548767556845,51185.74819464322,10.086491090359125,0.09934182203852994,48.20803423574963,99.74115881990603
6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,2.0,18.732088879905916,213.71148472626876,1.8443729307942618,50714.73783666726,10.41298552180611,0.10066506911006241,51.48763425290224,99.9827589593957
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,4.0,14.322790552192709,219.5670645243529,1.7687987591405332,48457.23387523617,9.62161390570289,0.10066861999571583,51.26266370931864,95.43401488276831
6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,2.0,20.20784964404757,182.95854417372018,1.8989110030188958,50366.64646350363,10.135210359298629,0.09912569686747244,52.40135601052974,97.74227524017915
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,3.0,13.269329837830231,173.43580351706117,2.07000232544693,50344.05359001427,9.452038835128334,0.0976659988272367,46.39916939896175,99.6327391683513
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,3.0,13.676182945882456,228.21174200047756,2.118557253937703,50833.1660823058,10.70801353312786,0.10174542218491094,49.91277413355745,100.37632964372102
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,3.0,17.294861616406827,184.25352622693458,1.9926755153245699,49748.66195994554,10.367511546615914,0.10137115350876423,51.619306022303256,96.35976837500493
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,3.0,12.525401268909274,186.94696791678734,2.05597543399986,51542.22685046905,9.73582957993088,0.10048887575331099,49.01545311957669,102.69095305672742
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,3.0,15.547039672183782,209.33309438117055,2.0621860961006124,49417.90255102023,10.081076306550791,0.09978629977245067,46.67694618684585,102.50605342585074
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,3.0,12.654938744184113,220.0874991089404,2.0051652722842057,49631.45124475066,10.001616336784029,0.09974017256742095,49.544837364523346,100.2901556673567
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,3.0,9.61340729800292,199.0232709018964,2.00567716493664,49846.414441463654,9.918462153551433,0.10209119487738406,53.22233069232843,97.24118204174287
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,4.0,10.952255443654566,200.72616654151736,1.9792654854794263,50473.56103867874,9.913872495435367,0.1003009755096334,49.05296465947171,99.00826257015271
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,5.0,11.162102792934661,199.94349413147737,2.0394904223979218,49262.41978980535,10.369814608774265,0.10085926581254358,49.633788927380465,100.89628277583506
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,2.0,18.325852758089184,211.28850998074842,2.0271719394078076,48029.796141293955,9.75931425164135,0.09770800285838903,47.18737589573323,102.3972861019648
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,4.0,14.14969047691872,189.46302206464586,1.8347794783653453,50508.75199635629,10.650649317077226,0.10135291891540309,51.4926276025441,98.36349886699406
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,4.0,13.20144797342165,198.51059864927734,2.0094435871876644,51257.524553003976,9.34605000146424,0.09992466717763655,49.098932544955616,102.84486319873184
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,4.0,18.75045041549996,201.7534658524845,1.8697666075048256,50011.68615578603,10.725124016269799,0.10125645198020633,53.1624001359381,100.51206573858131
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,2.0,15.330944073010812,207.3206927644058,1.6271979006887736,50047.44997512685,9.853947868267872,0.10205382681955588,49.14207124226663,98.34616946495447
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,4.0,15.043678428842485,189.1653325922498,1.8143089789272835,50739.94489874719,10.981783839533808,0.10043326252089994,52.81300371966528,98.63523965456409
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,4.0,12.649353865574398,234.0998607308794,1.8979382777222877,50968.59905014355,9.59491488107576,0.09998430009722845,50.35770899025526,100.43176079484174
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,3.0,11.955976658258459,198.02176270413398,2.17493078535671,49302.32243882415,9.720520584004706,0.10029912193446877,49.39361493342465,101.4092181139066
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,2.0,10.640135503949596,210.1392299237149,1.9757744209204633,52869.54475507562,9.819907180302708,0.10018650970194018,51.32599502397625,101.52687690680904
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,3.0,10.328897208888918,210.06825328163842,2.100035724344485,50964.74780087923,10.24915140375489,0.1005475864927763,48.24873920338523,98.57969963448424
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,3.0,17.189216601105432,234.229870419025,2.100727790035981,49608.450188102935,10.501831264756431,0.09893906028937069,50.48894673237458,100.0591935703023
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,3.0,16.334968436316025,207.27483648621796,2.036137680784709,49873.0741662971,9.999051930494437,0.10058274325784566,47.82228075440713,99.53296914699035
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,3.0,20.15831881047204,173.99696200688047,2.1201498983403333,50119.84187026036,9.723538123995832,0.0991726458418774,51.388924512021745,98.63770066062773
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,3.0,11.432507696093829,168.41395179519446,1.8514547363536615,51123.39465212719,10.170423162374803,0.09996316348060959,48.07697569767073,96.44349917873146
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,3.0,19.271439083393602,217.7958080552265,2.0431997321191373,50526.676795776846,9.981587858416463,0.09929551526551145,47.9922267177537,101.7652006756019
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,3.0,20.477588326904666,237.05130709338238,2.0984611585815736,48776.12338070733,10.234481743379051,0.10018121460538927,49.403703636075,100.57746391383971
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,3.0,19.43969995830962,219.5190415784416,2.018329812194017,49945.727114212175,8.969612540541162,0.1019222211350878,51.67858419295988,102.96547737446618
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,3.0,9.357562002319877,200.79411124834849,2.2740981632434956,51031.59850113691,9.282391902640043,0.0980154681116955,52.022440111456085,101.670270556169
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,3.0,17.961230151995995,177.74211010086574,1.7581684571848668,48149.50477711893,10.21830016443527,0.09887231296329643,48.8453016899045,102.09111799789964
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,3.0,7.212318131742007,206.27169839906102,1.8896941213736325,49803.90561241575,10.433024857770237,0.10018717587746169,48.45542682134241,104.48722303478242
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,3.0,7.016892225127124,182.80939013574084,2.1377642623928788,50310.0955711497,10.025840634729837,0.10052111903790599,54.210366604001585,96.60769819018086
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,3.0,15.418311496880788,186.03115994960334,1.9920880790157722,51273.857426757306,10.310458542993901,0.10137851656895137,47.20224581872325,101.23349280010405
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,2.0,12.01718742118247,199.33699993951294,2.0449602872155057,50414.50036970872,9.474000290780749,0.10121175385935087,46.521578371275176,99.61645500212865
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,2.0,17.131624103478778,159.2710995613601,1.7498273831541502,50732.99387428872,9.625336049945227,0.10018275368662011,49.62736341974815,100.64227933993858
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,2.0,12.473799727100468,232.02704200875834,2.0275352379370895,51006.87043205987,10.048823894018406,0.10050240893911576,53.074692664809454,102.08280966797915
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,4.0,15.045974141310092,228.55103796323306,1.696769708633237,49868.609747427225,9.602706467842191,0.10055216060937426,45.49025738928219,99.09421319376042
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,2.0,14.359695128240165,182.2983114518306,2.1044170816052756,50638.3993876892,9.682579842098983,0.10119610092631275,50.033769632647086,99.52154714359219
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,3.0,12.821093331810303,181.60294146710467,1.8779443462699392,49009.84029221124,10.727975581399647,0.09983715032683026,53.29983236753711,99.58921508695883
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,2.0,13.485868896341174,200.7574684482402,1.9654134900629459,49805.16068231824,10.350583980789061,0.09733081677952951,52.957922494663435,100.71883964735864
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,2.0,11.873170358170997,176.68697760691774,1.9796646345588884,48936.20466593424,10.155277397367522,0.10054034337812368,53.8500425040188,97.81442385719012
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,1.0,18.64211519065782,224.3807068770388,2.0589582025547775,49560.23131241202,9.696500154762875,0.09939945731928068,49.688077984503494,99.04348072450195
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,3.0,15.60178169226532,183.95718001486551,1.9348366856268882,48571.721696948014,10.589571240721357,0.09857264049542451,52.65968803959918,100.37245815844304
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,1.0,10.721010424495823,189.13389256563346,1.9290424039212868,50233.61029771677,9.928590501525239,0.09892436511285199,49.838349087988625,98.1422343003575
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,3.0,17.852392407472518,188.24279142517335,2.0136827478377994,50375.33931816794,9.793042601381549,0.09853452674689882,49.68320278149789,101.98900623448316
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,3.0,17.29364862201506,192.657989063402,2.049203736952122,49638.324214952525,10.367544928842696,0.0990389884825484,48.391802697862616,97.30764050150434
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,1.0,6.481366864459403,202.6860839545539,2.2369831049935227,49663.51064994938,9.42509037876367,0.10003515396123244,49.45500234176976,101.00366076063973
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,1.0,11.347483971803875,188.37110201247023,2.1612600005289027,49375.108760680865,9.924837741789457,0.09959022055846854,50.38659034185416,102.96724412802493
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,2.0,11.647072336963495,196.00313082225412,2.008448670235678,50209.516917937115,9.895397218678452,0.10105597709919062,50.9634994933741,97.14608781317175
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,2.0,11.212473199398033,246.45307130701383,1.969515802470649,51649.45029959531,10.219537788225399,0.10045940660813682,53.624231067708344,100.36399362979228
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,3.0,15.343589506599255,201.16759013017742,1.8448535468277991,49400.94482005033,10.105288637588213,0.100306832177842,51.64382012632008,102.08123042039504
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,2.0,15.068170979082408,193.2396417613643,1.9414910971835972,49083.86165183106,10.371544098406918,0.10102453653798585,48.00836834258366,103.31244321742645
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,3.0,16.132175324466235,213.61191620207387,2.0184535658244,49593.605644893585,10.27839827975737,0.09833779859127866,50.243049637446475,97.6230791757862
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,2.0,14.271470140723386,206.95104043610587,2.145905028471958,49002.92718327567,10.952579601091994,0.1014167974276676,48.51271362767559,101.6035724657541
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,2.0,15.987795560722486,209.0062554606717,2.0930758743580533,49692.211827358136,10.420116419781362,0.1002412834457334,50.36524486781881,101.5793937071388
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,2.0,17.449522639063535,204.5744485440549,2.103488353645432,49301.454518346574,10.100205161812694,0.09909622115744578,48.436395142284056,99.18482442392276
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,3.0,17.756988908252474,197.63484398600295,2.105673996093406,51377.2561249459,10.547047689771354,0.09984687485448963,53.038028659965214,103.18114269213902
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,3.0,15.916849960117105,194.28141902393156,1.8736694686033495,48916.80867073763,9.318046554506072,0.10105921858208913,48.86573744515652,98.99954093491687
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,3.0,13.940489185446824,201.9452363012258,1.8878759301715462,49092.92120287791,9.930199426787025,0.09892937382734948,52.338432545944585,99.6939943390751
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,2.0,12.99396990260256,238.49027938157542,1.7688430941241762,48821.690627889286,10.625433778595172,0.09924977905556195,48.32206386334974,97.46266818769024
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,2.0,15.160223593015184,177.07749818272345,1.9273087167503073,49993.36549385277,10.388447073672904,0.10049574999121808,51.56755956253353,97.9447085315325
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,2.0,15.245543823884324,191.25024305576898,1.999758029383814,49205.104508337674,10.033820200066936,0.09979542424622345,49.57278964074408,101.91745739830985
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,2.0,12.41748195032569,210.15528588140984,2.1450748619884696,51381.06573953014,9.898874948727485,0.0979450553546015,48.26672518352974,99.2133485441953
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,2.0,14.54384965369134,187.35000503158457,2.057846234859587,49610.497517551354,9.544882356832908,0.0997443398002853,49.917210617965004,102.52322388542446
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,2.0,15.633320044887123,233.6508538896536,2.043278488962783,50281.43843540557,10.407407450873603,0.10081815171047054,44.5297554495917,96.9307155243484
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,3.0,12.577751554097269,219.1239986827795,2.0633512306658566,52298.79465505992,9.99486663502027,0.100359688345447,52.61848133501016,103.99931536932237
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,3.0,17.679392162914546,189.03620281348861,2.1774909795278297,51018.43248826991,9.022534747467796,0.09907802095932611,49.30456731119893,97.74376875374173
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,3.0,19.162032054299246,214.106114027013,2.1243829976605433,49714.51990275377,9.602596902156568,0.10110885839432203,48.959744655740735,99.80943692641506
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,2.0,14.713207096320426,238.04877564425271,2.190321234970142,51017.39200377891,10.503910748640381,0.0993199131802168,52.85916867819908,99.26452615510586
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,1.0,8.97888940141711,211.28710311005187,1.9455354094460409,51250.908609874474,11.087199695304506,0.10016984906027501,48.51740374148115,102.37403400889505
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,2.0,11.898199097368936,198.55908514054005,2.0345587595857757,50973.81812809248,10.72985048125438,0.10007607858742429,50.44668594607012,100.3253996179553
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,1.0,14.820430115800233,202.32530839811352,1.900304144128137,50192.126081657814,10.305163725601112,0.10067533736239269,52.80473328185162,99.16090507408983
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,3.0,16.56860211897455,192.5060977258797,2.1416488880061286,51972.002983948245,10.312917668737578,0.09918824990288296,48.861235007689665,98.0752176186814
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,3.0,16.706132170369475,213.3751460006872,1.998777658901392,49889.827614634254,10.67161808074696,0.10144889773262132,50.42866106072125,102.78634352142664
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,3.0,13.022783326084674,215.2130340952637,1.9030657576232806,50647.10856086126,9.429965186991453,0.099738474713617,50.379541282830274,98.26711946785208
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,3.0,10.52514181055518,187.67300399687244,2.0333308159882426,50064.15783722656,10.14821745385165,0.09920741468496778,48.67295052580394,96.86632736267516
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,3.0,15.353497988120536,213.10154837116005,2.1183251434333394,48627.50906689535,9.945209541824694,0.09962374939087532,50.996749337314114,103.77982811862285
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,5.0,11.862713779740368,167.25507099538567,1.9363775143539268,49534.82094204259,9.907905205476828,0.0995028461128771,48.6105254499754,99.22910000801727
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,3.0,9.514510141060038,224.20438692330853,2.0014185261768396,49332.34863411355,10.080717100414146,0.0992867748440549,49.84717295963867,103.58334500839082
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,3.0,18.293027306479708,197.39099628065782,1.953126678150689,49537.171357273706,9.687212232149342,0.09963188323328219,47.61170322806976,98.68262227264938
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,2.0,13.653370944868097,198.4718956808451,1.9282745059199637,50207.26306893765,9.89324857541785,0.09967425658893547,49.39114919077746,101.86922898238845
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,2.0,13.400672245809302,141.27515163125955,2.0729020093817088,49433.46138872634,10.211169962335639,0.09962437524255517,46.40129890196705,97.4349863343453
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,3.0,16.730222305650468,216.40609605311565,1.9231797412995872,49474.65451526807,10.911124655856659,0.09904191615983554,48.08277514038933,95.80442373723375
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,3.0,14.194759748801324,207.64369935839812,2.1214741965424797,49505.33868079676,9.079474435527118,0.10065973589764636,48.830737983984534,100.16994185132789
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,1.0,15.66509917199608,181.15199074284817,1.9744585682361013,51941.811331188306,10.384196327957335,0.10035876347769059,50.11628874294482,102.59701824528965
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,3.0,14.532071596111011,197.55274815252235,2.1503295767227186,49394.84946080105,10.589768790355867,0.09994341075355458,51.902420915550536,98.96662095367829
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,3.0,14.466934513804356,227.98794310510345,1.8482218482183725,48905.006335393315,9.999088219344213,0.10098845676902146,49.295465170251745,101.51382577361306
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,4.0,15.783383588593077,192.49578556100508,1.9431402593433234,50133.274054268404,9.641462968984587,0.1007678803242697,50.260100357183426,101.5566933617433
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,3.0,17.57654908901125,200.8126062072243,1.8970922979670481,50045.71959259424,10.011290130128401,0.09948846564733817,50.76931655435048,101.95903426996473
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,3.0,11.739000278634904,201.17281769095507,1.9511985253845094,49426.37177133974,10.188510718189196,0.09773517306744911,50.72042547635947,100.34578763868538
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,3.0,17.569160102154534,183.7046965346717,2.1636089864029078,50178.31635894002,10.017376492968925,0.0998490163239291,50.283281955133695,99.25954488537212
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,3.0,10.573176640110002,191.93252015997678,2.0722744842557934,47895.03838741748,9.321934810556025,0.10019805657088768,52.38556311356264,104.00727406118344
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,2.0,17.88774451201604,201.6009598778871,2.0474326289236404,50836.26825142154,9.869272549529992,0.10015078505419708,47.11886293727191,98.94333428027959
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,2.0,18.287537420875687,220.4274470575388,2.200730908913984,49981.08853127752,10.977859439713578,0.10034064574826519,49.560945079914525,99.31798735114369
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,3.0,19.66280350456364,163.248249988904,2.0322335593643377,49491.324375604054,9.360701058920373,0.10062063632861135,49.05218821562454,100.56859173828133
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,2.0,13.360780866314702,190.43004293637605,2.0307032162337286,51837.11995929546,10.83173158913494,0.10054212194422495,53.42029830964565,101.98495612376638
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,2.0,18.706539812436052,208.3945788855605,2.049978663515305,50011.64108936718,10.741629823451124,0.10063560983706542,50.92200148798589,98.56151137239699
7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,2.0,14.418677769807813,187.5797832612918,2.047574089278611,49257.12247700369,10.472825892746583,0.10068014888586792,51.10538895882118,103.5118018409399
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,2.0,11.12740612867596,181.09595240101476,1.9781520641896055,49534.51261927703,9.618466502572712,0.1005176483618094,51.48861196186663,97.36343833037921
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,3.0,14.215961572532498,155.3917839134961,2.0275157255833793,49143.69427994478,9.88305609598568,0.10091221953410978,50.01746166176776,101.35645244217365
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,3.0,18.455995931317773,204.75115114780303,2.1485764249384918,49299.39746302879,9.788384054761366,0.10069932542511699,48.5930778364269,101.17402630941145
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,1.0,17.54711527408124,191.25072045900183,2.0754092950788934,49219.265237637344,9.672057356551212,0.10053537228844918,54.31770360490344,99.64847477049925
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,3.0,14.30648554424344,221.7090004159641,1.9238469394978965,50956.24969431992,9.561741809557004,0.10114890005845928,47.17867922627949,98.30206048702024
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,2.0,15.796399424318297,180.75194657670377,1.8459825294856524,48602.24790856,10.92201816746737,0.09956002889946523,53.20147406923427,99.2413819275868
